album	year	num	title	lyrics
Fear Of The Dark	1992	6	Wasting Love	Maybe one day I'll be an honest man\nUp 'til now I'm doing the best I can\nLong roads. Long days of sunrise to sunset\nOf sunrise to sunset\nDream on brothers while you can\nDream on sisters I hope you will find the one\nAll of our lives, covered up quickly by the tides of time\nSpend your days full of emptiness\nSpend your years full of loneliness\nWasting love, in a desperate caress\nRolling shadows of night\nDream on brothers while you can\nDream on sisters I hope you will find the one\nAll of our lives, covered up quickly by the tides of time\nSands are flowing and the lines are in your hand\nIn your eyes I see the hunger, and the desperate cry that tears the night\nSpend your days full of emptiness\nSpend your years full of loneliness\nWasting love, in a desperate caress\nRolling shadows of night\n
Fear Of The Dark	1992	7	The Fugitive	On a cold October morning\nAs frost lay on the ground\nWaiting to make my move\nI made no sound\nWaiting for the mist to cover all around\nI carefully picked my time then took the wall\nI'm sick and tired of running\nThe hunger and the pain\nA stop to look about then off again\nBeing at the wrong place\nAnd at the wrong time\nSuspected of a hit that was my crime\nI am a fugitive being hunted down like game\nI am a fugitive but I've got to clear my name\nAlways looking 'round me\nForever looking back\nI'll always be a target for attack\nEvery morning onwards\nAlways on the run\nWaiting for a sight of a loaded gun\nEven if I find them\nAnd get to clear my name\nI know that things can never be the same\nBut if I ever prove\nMy innocence some day\nI've got to get them all to make them pay\n
Fear Of The Dark	1992	8	Chains Of Misery	There's a madman in the corner of your eye\nHe likes to pry into your sunlight\nHe wants to burst into the street with you and I\nA world of shadows and of rain\nHe's seen what love is...\nHe wants to pay you back with guilt...\nHe lies to you he won't let you be\nHe's got your chains of misery\nHe won't be still 'til he's turned your key\nHe holds your chains of misery\nThere's a prophet in the gutter in the street\nHe says, "You're damned!" and you believe him...\nHe's got a vision but it shines out through your eyes\nA world of hatred and fear...\nHe's felt what love means...\nHe wants to pay you back with pain\nHe lies to you he won't let you be\nHe's got your chains of misery\nHe won't be still 'til he's turned your key\nHe holds your chains of misery\nHe lies to you he won't let you be\nHe's got your chains of misery\nHe won't be still 'til he's turned your key\nHe holds your chains of misery\nIt's only love that holds the key to your hearts... only love...\nIt's only love\nHe lies to you he won't let you be\nHe's got your chains of misery\nHe won't be still 'til he's turned your key\nHe holds your chains of misery\nHe lies to you he won't let you be\nHe's got your chains of misery\nHe won't be still 'til he's turned your key\nHe holds your chains of misery\n
Fear Of The Dark	1992	9	The Apparition	Now I'm here can you see me\n'Cos I'm out on my own\nWhen the room goes cold tell me you can feel me\n..........'cos I'm here\nHere I am, can you see me\nPassing through, on my way\nTo a place I'd been to only in my dreams... before\nIn a world of delusion\nNever turn your back on a friend\n'Cause you can count your real true friends on one hand\n..........through life\nThere are those that deceive you\nThere are those That'll let you down\nIs there someone out there  that would die for you\n..........thought not\nLive your life with a passion\nEverything you do, do well\nYou only get out of life what you put in\n..........so they say\nIn a world of confusion\nPeople never say that what they mean\nIf you want a straight answer go look for one\n..........right now\nIn a room full of strangers\nDo you stand with your back to the wall\nDo you sometimes feel like you're on the outside\n..........looking in ?\nYou can make your own luck\nYou create your destiny\nI believe you have the power if you want to\n..........it's true\nYou can do what you want to\nIf you try a little bit harder\nA little bit of faith goes a long way\n..........it does\nAre we here for a reason ?\nI'd like to know just what you think\nIt would be nice to know what happened when we die\n..........wouldn't it ?\nThere are some who are wise\nThere are some who are born naive\nI believe that there are some that must have lived before\n..........don't you ?\nAs for me, well I'm thinking\nYou gotta keep an open mind\nBut I hope that my life's not an open and shut case.\nExtra Sensory Perception\nLife After Death, telepathy\nCan the soul live on and travel through space and time ?\nYou know I feel so elated\n'Cause I'm about to find it out\nAnd when I know all the answers\nMaybe then I'll come back\n..........to fill you in\nYou don't be alarmed now\nIf I try to contact you\nIf things go missing or get moved around  ...it's me\nAnd don't disbelieve it\nNo matter what your `friends' might say\nWe'll meet up again some place some way\n..........one day\n
Fear Of The Dark	1992	10	Judas Be My Guide	Lights out\nWe live in a world of darkness\nNo doubt\nEverything's up for sale\nWe sleep\nAll of the world is burning\nWe pray to god for a better deal\nNothing is sacred back then or now\nEverything's wasted\nIs that all there is?\nCan I go now?\nJudas, my guide\nWhispers in the night\nJudas, my guide\nFight wars, die in a blaze of glory\nCome home, meat in a plastic sack\nFall down\nBetter pray to your god for mercy\nSo kneel and help the blade cut clean\nNothing is sacred back then or now\nEveryone's wasted\nIs that all there is?\nIs that it now?\nJudas, my guide\nWhispers in the night\nJudas, my guide\nJudas, my guide\nWhispers in the night\nJudas, my guide\nI live in the black\nI have no guiding light\nI'm whispering in your dreams\nJudas, my guide\nWhispers in the night\nJudas, my guide\nJudas, my guide\nWhispers in the night\nJudas, my guide\n
Fear Of The Dark	1992	11	Weekend Warrior	The rebel of yesterday, tomorrow's fool\nWho are you kidding being that cool ?\nTrying to break away from running with the pack\nBut they ain't listening so you've gotta go back\nYou're a weekend warrior when you're one of the crowd\nBut it's over, just look at you now...\nYou're not so brave the way you behave\nIt makes you sick, gotta get out quick\nIt's all bravado when you're out with your mates\nIt's like a different person goes through those gates\nAnd the game begins, the adrenalin's high\nFeel the tension maybe someone will die...\nA weekend warrior lately\nA weekend warrior sometimes\nA weekend warrior maybe you ain't that way anymore\nYou've gotta get out gotta get away\nBut you're in with a clique it's not easy to stray\nYou've gotta admit you're just living a lie\nIt didn't take long to workout why\nIt's hard to say why you got involved\nJust waiting to be part, just waiting to belong...\nSome of the things that you've done you feel so ashamed\nAfter all it's only a game... isn't it ?\nAnd after all the adrenalin's gone\nWhat you gonna do on Monday ?\nA weekend warrior lately\nA weekend warrior sometimes\nA weekend warrior maybe you were never like that at all.\n
Fear Of The Dark	1992	12	Fear Of The Dark	I am a man who walks alone\nAnd when I'm walking a dark road\nAt night or strolling through the park\nWhen the light begins to change\nI sometimes feel a little strange\nA little anxious when it's dark\nFear of the dark, fear of the dark\nI have a constant fear that something's always near\nFear of the dark, fear of the dark\nI have a phobia that someone's always there\nHave you run your fingers down the wall\nAnd have you felt your neck skin crawl\nWhen you're searching for the light?\nSometimes when you're scared to take a look\nAt the corner of the room\nYou've sensed that something's watching you\nFear of the dark, fear of the dark\nI have a constant fear that something's always near\nFear of the dark, fear of the dark\nI have a phobia that someone's always there\nHave you ever been alone at night\nThought you heard footsteps behind\nAnd turned around and no-one's there?\nAnd as you quicken up your pace\nYou find it hard to look again\nBecause you're sure there's someone there\nFear of the dark, fear of the dark\nI have a constant fear that something's always near\nFear of the dark, fear of the dark\nI have a phobia that someone's always there\nFear of the dark, fear of the dark\nFear of the dark, fear of the dark\nFear of the dark, fear of the dark\nFear of the dark, fear of the dark\nWatching horror films the night before\nDebating witches and folklore\nThe unknown troubles on your mind\nMaybe your mind is playing tricks\nYou sense, and suddenly eyes fix\nOn dancing shadows from behind\nFear of the dark, fear of the dark\nI have a constant fear that something's always near\nFear of the dark, fear of the dark\nI have a phobia that someone's always there\nFear of the dark, fear of the dark\nI have a constant fear that something's always near\nFear of the dark, fear of the dark\nI have a phobia that someone's always there\nWhen I'm walking a dark road\nI am a man who walks alone\n
From Here For Eternity	1992	1	From Here For Eternity	She fell in love with his greasy machine\nShe leaned over wiped his kickstart clean\nShe'd never seen the beast before\nBut she left there wanting more more more\nBut when she was walking on down the road\nShe heard a sound that made her heart explode\nHe whispered to her to get on the back\n"I'll take you on ride from here to eternity"\nHell ain't a bad place\nHell is from here to eternity\nShe must be having one of her crazy dreams\nShe'd never sat on a piece so mean\nIt vvmade her feel like's she's on cloud nine\nShe even thought she heard the engine sign\nBut like all dreams that come to an end\nThey took a tumble at the devil's bend\nThe beast and Charlotte they were two of a kind\nThey'd always take the line... from here to eternity\n
From Here For Eternity	1992	2	I Can't See My Feelings	I can't see my feelings,\nOpen my eyes\nI can't see my feelings,\nUp in the pale moonlight\nI can't see my feelings,\nKeeping me high\nI just keep on reeling,\nHoney please tell me why\nI can't stand there dreaming,\nAll of the time\nMusic sends a feeling\nUp in the pale moonlight\n
From Here For Eternity	1992	3	Roll Over Vic Vella	...well.\nOh yeah?\nWent down ten feet, got a JCB from the road 'cause my other one wouldn't reach. Dug it out... after ten or fifteen minutes he went back to the hole to check the height... full of water! Must have come from the river, eh?\nDunno...someone must have pissed in it.\nSay well, fucking big piss... somebody did.\nSomething you were doing down the\nTrying to feed it through the ground, it's like a well. About three feet deep So I....that's right, fucking John shit himself. There was soil, it's like quicksand.... he went down there to spread the fucking soil, and he's sinking in, isn't he. He suddenly reached for the fucking fork lift and I lifted up he couldn't reach it... he was shitting himself. He was just going by the at the end of the boots. He said "I'm fucking going, I'm going! Just lower the fucking forklift quick!" And he grabbed hold of it, so I had to lift it up with him hanging on the end of it. Good job he didn't let go otherwise right in the fucking mud!\nGonna write a little letter, gonna mail it to my local MP\nHe's a Maltese man and he's mowing the lawn my way\nRoll over Vic Vella, give me more bales of hay\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, don't you mow that lawn my way\nEarly in the morning I'm giving you a warning\nDon't you step on my tractor blades\nHey devil he's on the fiddle\nand he ain't got nothing to lose\nRoll over Vic Vella, tell the tax man the bad news\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, don't you tell the tax man the news\nYou want to buy a truck and need a new VCR\nVic he gonna say he knows where they are\nRoll over Vic Vella, I see that panda-car\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, don't you play those games with me\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, don't you play those games with me\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, Roll over Vic Vella\nRoll over Vic Vella, don't you play that game with me\n
